,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
6536,321946,Wade Wilson (Widdle Wade) (Earth-616),\/Wade_Wilson_(Widdle_Wade)_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,,Male Characters,,Living Characters,4.0,Mar-99,1999.0
6537,422581,Albert Bendix (Earth-616),\/Albert_Bendix_(Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Oct-00,2000.0
6538,37344,Allie Magruder (Earth-616),\/Allie_Magruder_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,4.0,Nov-00,2000.0
6539,16206,Anais (Earth-616),\/Anais_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4.0,Oct-00,2000.0
6540,16210,Anteus (Earth-616),\/Anteus_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,4.0,Jul-00,2000.0
6541,176089,Barbican (Earth-616),\/Barbican_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4.0,May-00,2000.0
6542,3918,Blackjack (First Line) (Earth-616),\/Blackjack_(First_Line)_(Earth-616),Secret Identity,,White Eyes,White Hair,Male Characters,,Deceased Characters,4.0,Jun-00,2000.0
6543,9786,Blackwing (Heavy Mettle) (Earth-616),\/Blackwing_(Heavy_Mettle)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,Jan-00,2000.0
6544,41981,Broadside (Crimson Pirates) (Earth-616),\/Broadside_(Crimson_Pirates)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4.0,Sep-00,2000.0
6545,630818,Eamonn (Earth-616),\/Eamonn_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,4.0,Mar-00,2000.0
6546,37345,Farley Mowat (Earth-616),\/Farley_Mowat_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,4.0,Nov-00,2000.0
6547,1630,Firefall (First Line) (Earth-616),\/Firefall_(First_Line)_(Earth-616),,Good Characters,,,Female Characters,,Deceased Characters,4.0,Mar-00,2000.0
6548,3959,Fred MacRae (Earth-616),\/Fred_MacRae_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4.0,May-00,2000.0
6549,501869,Helen Burnside (Earth-616),\/Helen_Burnside_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,May-00,2000.0
6550,62093,Hiromitsu (Earth-616),\/Hiromitsu_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Deceased Characters,4.0,Feb-00,2000.0
6551,639805,Iron Man (Sentient Armor) (Earth-616),\/Iron_Man_(Sentient_Armor)_(Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Agender Characters,,Deceased Characters,4.0,Mar-00,2000.0
6552,504436,Isadora Martinez (Earth-616),\/Isadora_Martinez_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,4.0,May-00,2000.0
6553,554959,Johnston Coffin (Earth-616),\/Johnston_Coffin_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Deceased Characters,4.0,May-00,2000.0
6554,16547,Killian (Earth-616),\/Killian_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4.0,Sep-00,2000.0
6555,68899,Lachlan Patterson (Earth-616),\/Lachlan_Patterson_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Living Characters,4.0,May-00,2000.0
6556,605966,Matthew Plunder (Clone) (Earth-616),\/Matthew_Plunder_(Clone)_(Earth-616),,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,4.0,Apr-00,2000.0
6557,16628,Mercy LeBeau (Earth-616),\/Mercy_LeBeau_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,May-00,2000.0
6558,17163,Mister Badwrench (Earth-616),\/Mister_Badwrench_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4.0,Dec-00,2000.0
6559,2235,Nocturne (Earth-616),\/Nocturne_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Mar-00,2000.0
6560,79801,Riot (Heavy Mettle) (Earth-616),\/Riot_(Heavy_Mettle)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4.0,Jan-00,2000.0
6561,2378,Salvo (Neo) (Earth-616),\/Salvo_(Neo)_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,4.0,Jun-00,2000.0
6562,41064,Technarx (Heroes Reborn) (Earth-616),\/Technarx_(Heroes_Reborn)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,4.0,Jan-00,2000.0
6563,4241,Truth MacRae (Earth-616),\/Truth_MacRae_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,4.0,Mar-00,2000.0
6564,29937,Vitchen (Earth-616),\/Vitchen_(Earth-616),,,,,Male Characters,,Living Characters,4.0,Dec-00,2000.0
6565,5558,Walkabout (Earth-616),\/Walkabout_(Earth-616),Secret Identity,Good Characters,,,,,Deceased Characters,4.0,Mar-00,2000.0
6566,17451,Aqhat (Earth-616),\/Aqhat_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4.0,Jun-01,2001.0
6567,32217,Blok (Mister X) (Earth-616),\/Blok_(Mister_X)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Feb-01,2001.0
6568,2571,Byron Spencer (Earth-616),\/Byron_Spencer_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,4.0,Jul-01,2001.0
6569,19532,Carl King (Earth-616),\/Carl_King_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Reddish Blond Hair,Male Characters,,Deceased Characters,4.0,Jun-01,2001.0
6570,705742,Chet Madden (Earth-616),\/Chet_Madden_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jan-01,2001.0
6571,76988,Diego Sandoval (Earth-616),\/Diego_Sandoval_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jul-01,2001.0
6572,52599,Elise Bloodstone (Earth-616),\/Elise_Bloodstone_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,4.0,Dec-01,2001.0
6573,441910,Ernest Scope (Earth-616),\/Ernest_Scope_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,4.0,Apr-01,2001.0
6574,413076,Godstorm (Earth-616),\/Godstorm_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Nov-01,2001.0
6575,441908,Gracie Smith (Earth-616),\/Gracie_Smith_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Purple Hair,Female Characters,,Living Characters,4.0,Apr-01,2001.0
6576,16508,Inza (Earth-616),\/Inza_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Nov-01,2001.0
6577,41947,Jean-Pierre Beaubier (Earth-616),\/Jean-Pierre_Beaubier_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Aug-01,2001.0
6578,23909,"John Howlett, Sr. (Earth-616)","\/John_Howlett,_Sr._(Earth-616)",No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Nov-01,2001.0
6579,18690,Kate Vinokur (Earth-616),\/Kate_Vinokur_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,4.0,Oct-01,2001.0
6580,17485,Kreigkopf (Earth-616),\/Kreigkopf_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,4.0,Sep-01,2001.0
6581,16759,Paul Botham (Earth-616),\/Paul_Botham_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,4.0,Aug-01,2001.0
6582,9529,Pierre Truffaut (Earth-616),\/Pierre_Truffaut_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Jul-01,2001.0
6583,2275,Plazm (Earth-616),\/Plazm_(Earth-616),Secret Identity,,Red Eyes,Blue Hair,Male Characters,,Deceased Characters,4.0,Jul-01,2001.0
6584,2379,Saint Anna (Anna) (Earth-616),\/Saint_Anna_(Anna)_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Aug-01,2001.0
6585,605228,Sergei Radek (Earth-616),\/Sergei_Radek_(Earth-616),,Good Characters,,Grey Hair,Male Characters,,Living Characters,4.0,Aug-01,2001.0
6586,52594,Tomas Dlurga (Earth-616),\/Tomas_Dlurga_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4.0,Dec-01,2001.0
6587,15685,Walker (Deity) (Earth-616),\/Walker_(Deity)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,May-01,2001.0
6588,590413,Aaliyah Hardin (Earth-616),\/Aaliyah_Hardin_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4.0,Dec-02,2002.0
6589,18477,Albino (Istvan) (Earth-616),\/Albino_(Istvan)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Aug-02,2002.0
6590,16217,Amber (Mutant) (Earth-616),\/Amber_(Mutant)_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Female Characters,,Living Characters,4.0,Oct-02,2002.0
6591,16226,Arc (Imperial Guard) (Earth-616),\/Arc_(Imperial_Guard)_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,4.0,Apr-02,2002.0
6592,590415,Brandy Hardin (Earth-616),\/Brandy_Hardin_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,4.0,Dec-02,2002.0
6593,91774,Chain Lightning (Heroes Reborn) (Earth-616),\/Chain_Lightning_(Heroes_Reborn)_(Earth-616),,,,,Female Characters,,Living Characters,4.0,Feb-02,2002.0
6594,706802,Clifford Townsend (Earth-616),\/Clifford_Townsend_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,May-02,2002.0
6595,490559,Federico Valencia (Earth-616),\/Federico_Valencia_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4.0,Jun-02,2002.0
6596,590401,Georges Raymond (Earth-616),\/Georges_Raymond_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,4.0,Dec-02,2002.0
6597,586737,Gigi Martin (Earth-616),\/Gigi_Martin_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Auburn Hair,Female Characters,,Living Characters,4.0,Oct-02,2002.0
6598,81515,Helmut Zemo (Heroes Reborn) (Earth-616),\/Helmut_Zemo_(Heroes_Reborn)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,4.0,Feb-02,2002.0
6599,63742,Laura Broadbahr (Earth-616),\/Laura_Broadbahr_(Earth-616),Secret Identity,,Blue Eyes,Pink Hair,Female Characters,,Living Characters,4.0,Nov-02,2002.0
6600,103014,Liam Connaughton (Earth-616),\/Liam_Connaughton_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,4.0,Sep-02,2002.0
6601,590409,Louis Magee (Earth-616),\/Louis_Magee_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,Dec-02,2002.0
6602,498873,Magdalena (Earth-616),\/Magdalena_(Earth-616),,,,White Hair,Female Characters,,Living Characters,4.0,Nov-02,2002.0
6603,34314,Makeshift (Heroes Reborn) (Earth-616),\/Makeshift_(Heroes_Reborn)_(Earth-616),,,,,Female Characters,,Living Characters,4.0,Feb-02,2002.0
6604,17551,Medallion (Earth-616),\/Medallion_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4.0,Apr-02,2002.0
6605,96414,Milton Peterson (Earth-616),\/Milton_Peterson_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Sep-02,2002.0
6606,19622,Modulus (Earth-616),\/Modulus_(Earth-616),,,Green Eyes,Green Hair,,,Living Characters,4.0,Dec-02,2002.0
6607,16776,Monstra (Earth-616),\/Monstra_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,4.0,Apr-02,2002.0
6608,522100,Mother (Earth-616),\/Mother_(Earth-616),Secret Identity,Neutral Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Sep-02,2002.0
6609,119210,Nedrocci Tannengarden (Earth-616),\/Nedrocci_Tannengarden_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Sep-02,2002.0
6610,16797,Neutrino Annihilator (Kirk) (Earth-616),\/Neutrino_Annihilator_(Kirk)_(Earth-616),Public Identity,Neutral Characters,Yellow Eyes,Silver Hair,Male Characters,,Living Characters,4.0,Oct-02,2002.0
6611,96412,Ocean (Earth-616),\/Ocean_(Earth-616),Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,4.0,Sep-02,2002.0
6612,96413,Ocelot (O-Force) (Earth-616),\/Ocelot_(O-Force)_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4.0,Sep-02,2002.0
6613,96416,Ooze (Earth-616),\/Ooze_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4.0,Sep-02,2002.0
6614,16940,Quincy Marrow (Earth-616),\/Quincy_Marrow_(Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Jul-02,2002.0
6615,277718,Richard Trask (Earth-616),\/Richard_Trask_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,4.0,Sep-02,2002.0
6616,5648,Scorpio (Brotherhood of the Ankh) (Earth-616),\/Scorpio_(Brotherhood_of_the_Ankh)_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,4.0,Nov-02,2002.0
6617,34311,Silas King (Heroes Reborn) (Earth-616),\/Silas_King_(Heroes_Reborn)_(Earth-616),,,,,Male Characters,,Living Characters,4.0,Feb-02,2002.0
6618,42361,Skywalker (Earth-616),\/Skywalker_(Earth-616),,,,,,,Living Characters,4.0,Oct-02,2002.0
6619,60075,Smitty (Earth-616),\/Smitty_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Deceased Characters,4.0,Jan-02,2002.0
6620,706803,Sonny Caputo (Earth-616),\/Sonny_Caputo_(Earth-616),Public Identity,,,Bald,Male Characters,,Deceased Characters,4.0,May-02,2002.0
6621,511844,Thrasher (Angel) (Earth-616),\/Thrasher_(Angel)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Jun-02,2002.0
6622,16732,Toad-In-Waiting (Earth-616),\/Toad-In-Waiting_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Living Characters,4.0,Nov-02,2002.0
6623,116735,Walter (X-Men Students) (Earth-616),\/Walter_(X-Men_Students)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Oct-02,2002.0
6624,655024,Agent Walsh (Earth-616),\/Agent_Walsh_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4.0,Dec-03,2003.0
6625,710739,Anad (Earth-616),\/Anad_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,4.0,Mar-03,2003.0
6626,278334,Catastrophe Jen (Earth-616),\/Catastrophe_Jen_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,4.0,May-03,2003.0
6627,16383,Dean Boswell (Earth-616),\/Dean_Boswell_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Deceased Characters,4.0,Feb-03,2003.0
6628,16402,Dervish (Spikes) (Earth-616),\/Dervish_(Spikes)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,4.0,Jan-03,2003.0
6629,7937,Epiphany (Earth-616),\/Epiphany_(Earth-616),,,Silver Eyes,Red Hair,Female Characters,,Living Characters,4.0,Jan-03,2003.0
6630,473706,Hana (Earth-616),\/Hana_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Jul-03,2003.0
6631,473702,Interrogator (Earth-616),\/Interrogator_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,4.0,Jun-03,2003.0
6632,18520,Kim Alleyne (Earth-616),\/Kim_Alleyne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Oct-03,2003.0
6633,484440,Lucas Evans (Earth-616),\/Lucas_Evans_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,4.0,Jan-03,2003.0
6634,484377,Maurice Canfield (Earth-616),\/Maurice_Canfield_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,4.0,Jan-03,2003.0
6635,499625,Phillip Merritt (Earth-616),\/Phillip_Merritt_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,4.0,Feb-03,2003.0
6636,16879,Porous (Earth-616),\/Porous_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4.0,Jan-03,2003.0
6637,62875,Sheila Donner (Earth-616),\/Sheila_Donner_(Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jul-03,2003.0
6638,278365,Thunderclaw (Earth-616),\/Thunderclaw_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4.0,May-03,2003.0
6639,16330,Tim Sullivan (Earth-616),\/Tim_Sullivan_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,4.0,Jan-03,2003.0
6640,439945,Tyler Nixon (Earth-616),\/Tyler_Nixon_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Nov-03,2003.0
6641,499847,Walker Price (Earth-616),\/Walker_Price_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,4.0,Feb-03,2003.0
6642,463062,Walter Barrett (Earth-616),\/Walter_Barrett_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jul-03,2003.0
6643,500590,Wilfred Nagel (Earth-616),\/Wilfred_Nagel_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,4.0,Jan-03,2003.0
6644,278351,Yang (Earth-616),\/Yang_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,4.0,May-03,2003.0
6645,278344,Yin (Earth-616),\/Yin_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,4.0,May-03,2003.0
6646,24658,Zhao Yen (Earth-616),\/Zhao_Yen_(Earth-616),,,Brown Eyes,White Hair,Male Characters,,Living Characters,4.0,May-03,2003.0
6647,340178,Adrian Defoe (Earth-616),\/Adrian_Defoe_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4.0,Jan-04,2004.0
6648,501875,Alphonse (Mutant) (Earth-616),\/Alphonse_(Mutant)_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,4.0,Nov-04,2004.0
6649,715494,Angel (Barman) (Earth-616),\/Angel_(Barman)_(Earth-616),No Dual Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,4.0,Jan-04,2004.0
6650,531166,Asahiri Aoki (Earth-616),\/Asahiri_Aoki_(Earth-616),Secret Identity,Bad Characters,,Auburn Hair,Female Characters,,Living Characters,4.0,May-04,2004.0
6651,18517,Benjamin Soloman Alomii (Earth-616),\/Benjamin_Soloman_Alomii_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4.0,Dec-04,2004.0
6652,591914,Bethany Danzinger (Earth-616),\/Bethany_Danzinger_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,4.0,Jul-04,2004.0
6653,116772,Christine Everhart (Earth-616),\/Christine_Everhart_(Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,4.0,Feb-04,2004.0
6654,467722,Cole Wittman (Earth-616),\/Cole_Wittman_(Earth-616),Public Identity,Neutral Characters,Violet Eyes,Black Hair,Female Characters,,Living Characters,4.0,Aug-04,2004.0
6655,279958,Colin (District X) (Earth-616),\/Colin_(District_X)_(Earth-616),Public Identity,,,Bald,Male Characters,,Living Characters,4.0,Jun-04,2004.0
6656,12752,Deborah Bertrand (Earth-616),\/Deborah_Bertrand_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Oct-04,2004.0
6657,279954,Dzemal (Earth-616),\/Dzemal_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,4.0,Jun-04,2004.0
6658,157189,Enzo Ferrara (Earth-616),\/Enzo_Ferrara_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,4.0,Dec-04,2004.0
6659,591475,Fury (Earth-616),\/Fury_(Earth-616),Public Identity,Bad Characters,Gold Eyes,No Hair,,,Deceased Characters,4.0,Aug-04,2004.0
6660,512987,Glamour (Earth-616),\/Glamour_(Earth-616),Secret Identity,,,Red Hair,Female Characters,,Living Characters,4.0,Jul-04,2004.0
6661,494227,Gregory Bryan (Earth-616),\/Gregory_Bryan_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4.0,Nov-04,2004.0
6662,540082,Hellphyr (Earth-616),\/Hellphyr_(Earth-616),,Bad Characters,,No Hair,,,Deceased Characters,4.0,Aug-04,2004.0
6663,697489,Ian McMasters (Earth-616),\/Ian_McMasters_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,4.0,Nov-04,2004.0
6664,555331,Jura (Earth-616),\/Jura_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,4.0,Jul-04,2004.0
6665,44900,Leyla (Earth-616),\/Leyla_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,Jun-04,2004.0
6666,157205,Lucas Telling-Stone (Earth-616),\/Lucas_Telling-Stone_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,4.0,Dec-04,2004.0
6667,34685,Mynx (Earth-616),\/Mynx_(Earth-616),Public Identity,,,Yellow Hair,Female Characters,,Living Characters,4.0,Jun-04,2004.0
6668,687374,Patch (Wildkat Klub) (Earth-616),\/Patch_(Wildkat_Klub)_(Earth-616),Public Identity,Bad Characters,One Eye,Bald,Male Characters,,Living Characters,4.0,Jul-04,2004.0
6669,454680,Priscilla (Earth-616),\/Priscilla_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,4.0,Oct-04,2004.0
6670,467683,"Raymond, Sr. (Earth-616)","\/Raymond,_Sr._(Earth-616)",Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4.0,Mar-04,2004.0
6671,47586,Salamandra (Earth-616),\/Salamandra_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Aug-04,2004.0
6672,56127,Sheila DeSoto (Earth-616),\/Sheila_DeSoto_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Nov-04,2004.0
6673,92810,Stripmine (Earth-616),\/Stripmine_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,4.0,Nov-04,2004.0
6674,42156,Tildie Soames (Earth-616),\/Tildie_Soames_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Orange Hair,Female Characters,,Living Characters,4.0,Jul-04,2004.0
6675,321487,Valeria Toomes (Earth-616),\/Valeria_Toomes_(Earth-616),No Dual Identity,,Brown Eyes,Red Hair,Female Characters,,Living Characters,4.0,Aug-04,2004.0
6676,18573,Yekaterina (Earth-616),\/Yekaterina_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,4.0,Jul-04,2004.0
6677,719761,Adrienne Bowen (Earth-616),\/Adrienne_Bowen_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Apr-05,2005.0
6678,21723,Asteroth (Earth-616),\/Asteroth_(Earth-616),,,White Eyes,Black Hair,Female Characters,,Living Characters,4.0,May-05,2005.0
6679,44050,Bloodtide (Atlantean) (Earth-616),\/Bloodtide_(Atlantean)_(Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Jan-05,2005.0
6680,683447,Brie Larmer (Earth-616),\/Brie_Larmer_(Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,4.0,Jan-05,2005.0
6681,16294,Broadband (Earth-616),\/Broadband_(Earth-616),,Good Characters,Brown Eyes,Green Hair,Male Characters,,Living Characters,4.0,Feb-05,2005.0
6682,242198,Bugman (Earth-616),\/Bugman_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4.0,Mar-05,2005.0
6683,16832,Carl Aalston (Earth-616),\/Carl_Aalston_(Earth-616),Secret Identity,,Blue Eyes,Bald,Male Characters,,Living Characters,4.0,Aug-05,2005.0
6684,719075,Carla (Earth-616),\/Carla_(Earth-616),No Dual Identity,,,,Female Characters,,Living Characters,4.0,Mar-05,2005.0
6685,67337,Chango (Santerians) (Earth-616),\/Chango_(Santerians)_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4.0,Oct-05,2005.0
6686,20897,Daap (Earth-616),\/Daap_(Earth-616),,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4.0,Jul-05,2005.0
6687,287354,Daniel (Angel) (Earth-616),\/Daniel_(Angel)_(Earth-616),Secret Identity,Good Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,4.0,Nov-05,2005.0
6688,449744,Doctor Castillo (Earth-616),\/Doctor_Castillo_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Dec-05,2005.0
6689,64719,Doctor Tannenbaum (Earth-616),\/Doctor_Tannenbaum_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4.0,Aug-05,2005.0
6690,184991,Ed Gross (Earth-616),\/Ed_Gross_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,4.0,Jul-05,2005.0
6691,98781,Erich Paine (Earth-616),\/Erich_Paine_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,4.0,Nov-05,2005.0
6692,440083,Ivan (Rasputin) (Earth-616),\/Ivan_(Rasputin)_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,4.0,Nov-05,2005.0
6693,557396,Julia Black (Earth-616),\/Julia_Black_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,4.0,Jun-05,2005.0
